PROCEDIMENTO,RN(alteração),VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
INCONTINÊNCIA INCONTINÊNCIA URINÁRIA - TRATAMENTO CIRÚRGICO SUPRA-PÚBICO HCO HSO REF BEXIGA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
INCONTINÊNCIA PRÓTESE)HCO HSO REF BEXIGA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
"INCONTINÊNCIA NEOBEXIGA CONTINENTE (CUTÂNEA, RETAL OU URETRAL) HCO HSO REF BEXIGA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS",,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
PÓLIPOS PÓLIPOS VESICAIS - RESSECÇÃO ENDOSCÓPICA AMB HCO HSO REF BEXIGA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
PUNÇÃO REIMPLANTE URETERO-VESICAL À BOARI HCO HSO REF BEXIGA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,AMB,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
RETENÇÃO RETIRADA ENDOSCÓPICA DE DUPLO J HCO HSO REF BEXIGA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,AMB,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
TUMOR TUMOR VESICAL - RESSECÇÃO ENDOSCÓPICA HCO HSO REF BEXIGA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
TRATAMENTO DE UTILIZAÇÃO)AMB HCO HSO REF 73 BEXIGA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
VESICOSTOMIA,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
ABSCESSO BIÓPSIA ENDOSCÓPICA DE URETRA AMB HCO HSO REF URETRA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,AMB,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
CORPO CORPO ESTRANHO OU CÁLCULO - EXTRAÇÃO ENDOSCÓPICA AMB HCO HSO REF URETRA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
DIVERTÍCULO ELETROCOAGULAÇÃO ENDOSCÓPICA AMB HCO HSO REF URETRA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
ESFINCTEROTOMIA FÍSTULA URETRAL - CORREÇÃO CIRÚRGICA HCO HSO REF URETRA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
INCONTINÊNCIA UTILIZAÇÃO)HCO HSO REF 48 URETRA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
INCONTINÊNCIA INJEÇÕES PERIURETRAIS (INCLUINDO URETROCISTOCOPIA) HCO HSO REF URETRA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
MEATOPLASTIA MEATOTOMIA URETRAL AMB HCO HSO REF URETRA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
NEOURETRA RESSECÇÃO DE CARÚNCULA AMB HCO HSO REF URETRA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
RESSECÇÃO TUMOR URETRAL - EXCISÃO HCO HSO REF URETRA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
URETRECTOMIA URETROPLASTIA HCO HSO REF URETRA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
URETROSTOMIA URETROTOMIA INTERNA COM OU SEM PRÓTESE ENDOURETRAL HCO HSO REF URETRA SISTEMA URINÁRIO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,HCO,HSO,REF,,,Subgrupo,Grupo,Capítulo
ABSCESSO,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS ADENOMA - RESSECÇÃO HCO HSO REF PRÓSTATA E VESÍCULAS SEMINAISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS BIÓPSIA PROSTÁTICA HCO HSO REF PRÓSTATA E VESÍCULAS SEMINAISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS FOTOVAPORIZAÇÃO DE PRÓSTATA A LASER POR VIA ENDOSCÓPICA 582/2023 01/08/2023 HCO HSO REF PRÓSTATA E VESÍCULAS SEMINAISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS HEMORRAGIA DA LOJA PROSTÁTICA - EVACUAÇÃO E IRRIGAÇÃO HCO HSO REF PRÓSTATA E VESÍCULAS SEMINAISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS HEMORRAGIA DA LOJA PROSTÁTICA - REVISÃO E/OU HEMOSTASIA ENDOSCÓPICA HCO HSO REF PRÓSTATA E VESÍCULAS SEMINAISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS HIPERTROFIA PROSTÁTICA - IMPLANTE DE PRÓTESE HCO HSO REF PRÓSTATA E VESÍCULAS SEMINAISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS HIPERTROFIA PROSTÁTICA - TRATAMENTO POR DILATAÇÃO HCO HSO REF PRÓSTATA E VESÍCULAS SEMINAISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS PROSTATAVESICULECTOMIA HCO HSO REF PRÓSTATA E VESÍCULAS SEMINAISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS PROSTATAVESICULECTOMIA RADICAL LAPAROSCÓPICA HCO HSO REF PRÓSTATA E VESÍCULAS SEMINAISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS PROSTATECTOMIA HCO HSO REF PRÓSTATA E VESÍCULAS SEMINAISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS RESSECÇÃO ENDOSCÓPICA DA PRÓSTATA HCO HSO REF PRÓSTATA E VESÍCULAS SEMINAISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS BIÓPSIA ESCROTAL AMB HCO HSO REF ESCROTOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS DRENAGEM DE ABSCESSO AMB HCO HSO REF ESCROTOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS ELEFANTÍASE PENO-ESCROTAL - TRATAMENTO CIRÚRGICO HCO HSO REF ESCROTOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS EXÉRESE DE CISTO ESCROTAL AMB HCO HSO REF ESCROTOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS RECONSTRUÇÃO DA BOLSA ESCROTAL COM RETALHO INGUINAL PEDICULADO HCO HSO REF ESCROTOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
RESSECÇÃO,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS AUTOTRANSPLANTE DE UM TESTÍCULO HCO HSO REF TESTÍCULOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS BIÓPSIA DE TESTÍCULO AMB HCO HSO REF TESTÍCULOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS ESCROTO AGUDO - EXPLORAÇÃO CIRÚRGICA HCO HSO REF TESTÍCULOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS HIDROCELE - CORREÇÃO CIRÚRGICA HCO HSO REF TESTÍCULOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS IMPLANTE DE PRÓTESE TESTICULAR HCO HSO REF TESTÍCULOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS ORQUIDOPEXIA HCO HSO REF TESTÍCULOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS ORQUIDOPEXIA LAPAROSCÓPICA HCO HSO REF TESTÍCULOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS ORQUIECTOMIA HCO HSO REF TESTÍCULOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS PUNÇÃO DA VAGINAL AMB HCO HSO REF TESTÍCULOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS REPARAÇÃO PLÁSTICA (TRAUMA) HCO HSO REF TESTÍCULOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS TORÇÃO DE TESTÍCULO - CURA CIRÚRGICA HCO HSO REF TESTÍCULOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS TUMOR DE TESTÍCULO - RESSECÇÃO HCO HSO REF TESTÍCULOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS VARICOCELE - CORREÇÃO CIRÚRGICA HCO HSO REF TESTÍCULOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS BIÓPSIA DE EPIDÍDIMO AMB HCO HSO REF EPIDÍDIMOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS DRENAGEM DE ABSCESSO AMB HCO HSO REF EPIDÍDIMOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS EPIDIDIMECTOMIA HCO HSO REF EPIDÍDIMOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS EPIDIDIMOVASOPLASTIA (INCLUINDO MICROCIRURGIA) HCO HSO REF EPIDÍDIMOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS EXÉRESE DE CISTO AMB HCO HSO REF EPIDÍDIMOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
ESPERMATOCELECTOMIA,,,OD,AMB,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS EXPLORAÇÃO CIRÚRGICA DO DEFERENTE HCO HSO REF CORDÃO ESPERMÁTICOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS CIRURGIA DE ESTERILIZAÇÃO MASCULINA (VASECTOMIA) - COM DIRETRIZ DE UTILIZAÇÃO HCO HSO REF 12 CORDÃO ESPERMÁTICOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS VASOVASOANASTOMOSE (EXCETO PARA REVERSÃO DE VASECTOMIA) HCO HSO REF CORDÃO ESPERMÁTICOSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS AMPUTAÇÃO PARCIAL OU TOTAL HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS BIÓPSIA PENIANA AMB HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS DOENÇA DE PEYRONIE - TRATAMENTO CIRÚRGICO HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS ELETROCOAGULAÇÃO DE LESÕES CUTÂNEAS HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS EMASCULAÇÃO PARA TRATAMENTO ONCOLÓGICO OU FASCEÍTE NECROTIZANTE HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS EPISPADIA - RECONSTRUÇÃO HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS EPISPADIA COM INCONTINÊNCIA - TRATAMENTO CIRÚRGICO HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS FRATURA DE PÊNIS - TRATAMENTO CIRÚRGICO HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS HIPOSPADIA - TRATAMENTO CIRÚRGICO HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS IMPLANTE DE PRÓTESE SEMI-RÍGIDA (EXCLUI PRÓTESES INFLÁVEIS) HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS NEOFALOPLASTIA COM OU SEM RECONSTRUÇÃO URETRAL HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS PARAFIMOSE - REDUÇÃO MANUAL OU CIRÚRGICA AMB HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS PÊNIS CURVO CONGÊNITO - TRATAMENTO CIRÚRGICO HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS PLÁSTICA - RETALHO CUTÂNEO À DISTÂNCIA HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS PLÁSTICA DE CORPO CAVERNOSO AMB HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
PLÁSTICA,,,OD,AMB,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS POSTECTOMIA AMB HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS PRIAPISMO - TRATAMENTO CIRÚRGICO HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS RECONSTRUÇÃO DE PÊNIS COM ENXERTO - PLÁSTICA TOTAL HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS REIMPLANTE DO PÊNIS HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS REVASCULARIZAÇÃO PENIANA HCO HSO REF PÊNISSISTEMA GENITAL E REPRODUTOR,,,,,,,,,,Subgrupo,Grupo,Capítulo
MASCULINOPROCEDIMENTOS ABSCESSO PERINEAL - DRENAGEM CIRÚRGICA AMB HCO HSO REF VULVA SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
BARTOLINECTOMIA BIÓPSIA DE VULVA AMB HCO HSO REF VULVA SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,AMB,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
CAUTERIZAÇÃO CLITORIDECTOMIA AMB HCO HSO REF VULVA SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
CLITOROPLASTIA EXCISÃO RADICAL LOCAL DA VULVA HCO HSO REF VULVA SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
EXÉRESE EXÉRESE DE LESÃO DA VULVA E/OU DO PERÍNEO AMB HCO HSO REF VULVA SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,AMB,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
HIPERTROFIA INCISÃO E DRENAGEM DA GLÂNDULA DE BARTHOLIN OU SKENE AMB HCO HSO REF VULVA SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,AMB,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
MARSUPIALIZAÇÃO VULVECTOMIA HCO HSO REF VULVA SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,AMB,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
"BIÓPSIA CAUTERIZAÇÃO QUÍMICA, OU ELETROCAUTERIZAÇÃO, OU CRIOCAUTERIZAÇÃO DE LESÕES DA VAGINA HCO HSO REF VAGINA SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS",,,OD,AMB,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
COLPECTOMIA COLPOCLEISE (LEFORT) HCO HSO REF VAGINA SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
COLPOPLASTIA,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
COLPORRAFIA VAGINAL)HCO HSO REF VAGINA SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
COLPOTOMIA EXÉRESE DE CISTO VAGINAL AMB HCO HSO REF VAGINA SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,AMB,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
EXTRAÇÃO FÍSTULA GINECOLÓGICA - TRATAMENTO CIRÚRGICO HCO HSO REF VAGINA SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
"HIMENOTOMIA NEOVAGINA (CÓLON, DELGADO, TUBO DE PELE) HCO HSO REF VAGINA SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS",,,OD,AMB,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
BIÓPSIA BIÓPSIA DO ENDOMÉTRIO AMB HCO HSO REF ÚTERO SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,AMB,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
CAUTERIZAÇÃO UTERINOAMB HCO HSO REF ÚTERO SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
CURETAGEM DILATAÇÃO DO COLO UTERINO AMB HCO HSO REF ÚTERO SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
EXCISÃO HISTERECTOMIA SUBTOTAL (VIA ALTA OU BAIXA) HCO HSO REF ÚTERO SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,AMB,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
HISTERECTOMIA HISTERECTOMIA SUBTOTAL LAPAROSCÓPICA COM OU SEM ANEXECTOMIA HCO HSO REF ÚTERO SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
HISTERECTOMIA HISTERECTOMIA TOTAL LAPAROSCÓPICA HCO HSO REF ÚTERO SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
HISTERECTOMIA HISTERECTOMIA TOTAL LAPAROSCÓPICA AMPLIADA HCO HSO REF ÚTERO SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
HISTERECTOMIA HISTERECTOMIA TOTAL LAPAROSCÓPICA COM ANEXECTOMIA HCO HSO REF ÚTERO SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
HISTEROSCOPIA CORPO ESTRANHOAMB HCO HSO REF ÚTERO SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
HISTEROSCOPIA ENDOMETRECTOMIA E RESSECÇÃO DE SINÉQUIASHCO HSO REF ÚTERO SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
IMPLANTE IMPLANTE DE DISPOSITIVO INTRA-UTERINO (DIU) NÃO HORMONAL - INCLUI O DISPOSITIVO AMB REF ÚTERO SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,542/2022,01/09/2022,OD,AMB,,,REF,,DUT,Subgrupo,Grupo,Capítulo
METROPLASTIA MIOMECTOMIA UTERINA HCO HSO REF ÚTERO SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
"MIOMECTOMIA TRAQUELECTOMIA - AMPUTAÇÃO, CONIZAÇÃO - (COM OU SEM CIRURGIA DE ALTA FREQUÊNCIA / CAF) HCO HSO REF ÚTERO SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS",,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
CIRURGIA COM DIRETRIZ DE UTILIZAÇÃOHCO HSO REF 11 TUBAS SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,,,,,,,,Subgrupo,Grupo,Capítulo
SALPINGECTOMIA NEOSSALPINGOSTOMIA HCO HSO REF TUBAS SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
NEOSSALPINGOSTOMIA SALPINGECTOMIA LAPAROSCÓPICA HCO HSO REF TUBAS SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
OOFORECTOMIA OOFOROPLASTIA OU OOFORECTOMIA LAPAROSCÓPICA HCO HSO REF OVÁRIOS SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
TRANSLOCAÇÃO CORREÇÃO DE DEFEITO LATERAL HCO HSO REF PERÍNEO SISTEMA GENITAL E REPRODUTOR FEMININO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,OD,,HCO,HSO,REF,,DUT,Subgrupo,Grupo,Capítulo
